413,"Сигнал №413/ СО14-КЦ-421/  29.10.2014 18:10:34    ",Нерегламентирано сметище,"
            Точно до завода на Нестле има една зелена зона която е превърната в огромно сметище. Видно от боклуците те са там от години. Моля компетентните органи да обърнат внимание и районът да бъде почистен.
        ",Приключен,"Сметосъбиране и сметоизвозване / Незаконно депонирани едрогабаритни, строителни и други отпадъци","Сметосъбиране и сметоизвозване "," Незаконно депонирани едрогабаритни, строителни и други отпадъци"
414,"Сигнал №414/  29.10.2014 19:30:14    ",Опасно за движението по пътищата!!!!!!!!,"
            Зеленият сигнал на светофарната уредба във посока кв. Симеоново - център София и посока околовръстен път-център София и кв. Симеоново е около 10 секунди за двете изброени посоки, което води до задръстване от около 2км, като тези две вечери задръстването стигаше и до четвъртата лента на околовръстноя път. Надявам се молбата ми да бъде разбрана , тъй като с това задръстване се застрашава пътуването по скоростната градска магистрала на която остава само една пътна лента за движение!!!!!!!!!!!!!!!!!!!
        ",Приключен,"Пътна сигнализация / Липсващи или повредени пътни знаци ","Пътна сигнализация "," Липсващи или повредени пътни знаци "
415,"Сигнал №415/ СО14-КЦ-423/  29.10.2014 19:48:13    ",ОПАСНА БРУТАЛНО ДЪЛБОКА ДУПКА - ПЪТЯТ Е ПРОПАДНАЛ,"
            По улицата, свързваща бул. Черни връх и бул. Симеоновско шосе, точно пред блока разположен на ул. Могилата 7 само за една нощ се е отворила ОГРОМНА дупка с дълбочина почти метър. Пътят буквално е пропаднал. Цялата улица като цяло е целогодишно наводнена, но отворилата се тази нощ дупка е разположена в центъра на кръстовището между ул. Могилата и напречната улица към комплекс Перлата. Излизането от пресечката е буквално невъзможно (още повече, че то е и без никава видимост, поради което на скоро поставиха огледало), а разминаването между два автомобила е напълно невъзможно. Само за 10 минути бях свидетел на 6 избегнати в последния момент катастрофи, не искам да предположа какво може да се случи през нощта. Добросъвестен гражданин е сложил дърво в дупката, за да се опитат шофьорите да я заобиколят, но в тъмната част на денонощието то не се вижда. Ако кола попадне в дупката, буквално ще заседне в нея, а ако в последния момент тръгне да я заобиколи, рискува да катастрофира в насрещно движещете се автомобили. ОПАСТНОСТТА Е ГОЛЯМА. МОЛЯ ЗА СПЕШНИ МЕРКИ!
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
416,"Сигнал №416/ СО14-КЦ-426/  29.10.2014 21:11:26    ",Нерегламентирано сметище,"
            На посоченото място всеки ден идват поне по 10 цистерни да изхвърлят своите отпадни води от НЕЯСЕН характер. Най-концентрирани са в сутрешните часове.
        ",В процес на обработка,"Сметосъбиране и сметоизвозване / Незаконно депонирани едрогабаритни, строителни и други отпадъци","Сметосъбиране и сметоизвозване "," Незаконно депонирани едрогабаритни, строителни и други отпадъци"
417,"Сигнал №417/  29.10.2014 21:13:42    ",Неработещо осветление по цялата алея Яворов,"
            Здравейте,&nbsp;
Подавам сигнал за неработещо осветление по цялата алея Яворов. Към момента работят само две лампи и то само в начало на алеята откъм ул. Незабравка. Моля да реагирате бързо на този сигнал, тъй като това е единствената &quot;осветена&quot; алея в тази част на парка и предвид, че рано се стъмва, тази част на парка става трудна за преминаване, а и опасна.
        ",Приключен,Улично осветление / Неработещо улично осветление в цели квартали или улици,"Улично осветление "," Неработещо улично осветление в цели квартали или улици"
418,"Сигнал №418/ СО14-КЦ-425/  29.10.2014 21:17:18    ",Опасни пешеходни пътеки,"
            Изключително опасни пешеходни пътеки. Неосветени вечерно време, възможността да те блъстнат е много голяма. Другата няма пътна маркировка и шофьорите не я отразяват като такава.
        ",В процес на обработка,"Пътна сигнализация / Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение","Пътна сигнализация "," Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение"
419,"Сигнал №419/ СО14-КЦ-424/  29.10.2014 21:41:51    ",Дупки по цялото протежение на ул.&quot;Бояджик&quot;.,"
            Изключително лошо състояние на ул. &quot;Бояджик&quot; в ж.к.&quot;Хаджи Димитър&quot;.По цялото протежение на улицата от ул. &quot;Резбарска&quot; до ул.&quot;Никола Войновски&quot; има множество дупки и неравности по пътното платно.Особено впечатление прави огромна дупка на кръстовището на ул. &quot;Бояджик&quot; и ул. &quot;Никола Войновски&quot;.
        ",Приключен,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
420,"Сигнал №420/  29.10.2014 21:52:57    ",Разрушена велоалея.,"
            &nbsp;
Велоалеята пред частно СОУ ""Еспа""е разрушена в резултат на извършвана ремонтна дейност&nbsp;на училището.
        ",Приключен,Пътна инфраструктура / Липсващи тротоари,"Пътна инфраструктура "," Липсващи тротоари"
421,"Сигнал №421/ СО14-КЦ-427/  30.10.2014 08:19:10    ",Непочистване на улица и изхвърляне на строителни материали,"
            Здравейте,
от 4 дни вече улицата над София Ринг Мол не се почиства. Има огромни буци кал от камионите, които изхвърлят строителните материали и боклуци от строежа на мола. Не се мият гумите и калта се разнася до Ололовръстния път.&nbsp;
Отделно покрй боклуците вече е пълно с каруци на роми, които пренасят материалите, палят боклуците и миризмата се носи до Лифта.&nbsp;
        ",Приключен,Замърсяване на обществени площи / Излизане от строителни обекти на транспортни средства на уличните платна с непочистена ходова част,"Замърсяване на обществени площи "," Излизане от строителни обекти на транспортни средства на уличните платна с непочистена ходова част"
422,"Сигнал №422/ СО14-КЦ-428/  30.10.2014 10:03:41    ",Пропаднала шахта,"
            
        ",В процес на обработка,Пътна инфраструктура / Пропадания/издигания на капаци на шахти и решетки на улични оттоци,"Пътна инфраструктура "," Пропадания"
423,"Сигнал №423/  30.10.2014 11:17:37    ",НОВО  ЗАСТРОЯВАНЕ,"
            В градинката пред УМБАЛ &#39;Александровска&quot; към ул.Св.Г.Софийски е предвидено строителство на хотел
в УПИ III кв.387
НАИСТИНА ЛИ ТОЧНО В ТАЗИ ГРАДИНКА Е НАЙ-ПОДХОДЯЩОТО МЯСТО ЗА ТОЗИ ВАЖЕН ХОТЕЛ?
ДОКОГА ЗЕЛ.ПЛОЩИ-ГРАДИНКИТЕ&nbsp; ЩЕ СЕ СМЯТАТ КАТО СВОБОДНА ПЛОЩ ЗА ЗАПЪЛВАНЕ?
РАЗГЛЕДАНО ЛИ Е ТОВА ПЛАНУВАНО СТРОИТЕЛСТВО НА ВСИЧКИ ИНСТАНЦИИ-СЪВЕТИ/
&nbsp;
        ",Отхвърлен,Сгради/строежи / Неспазване изисквания при строителни обекти,Сгради,"строежи "
424,"Сигнал №424/ СО14-КЦ-430/  30.10.2014 11:56:13    ",Извозване на отрязани клони,"
            В двора на ЧОУ ""Николай Райнов"" има счупено от снега дърво, родителите са го отрязали и&nbsp;искат&nbsp;да се извозят клоните.
&nbsp;
        ",Приключен,"Екология. Зелена система / Извозване на отрязани клони и храсти ","Екология. Зелена система "," Извозване на отрязани клони и храсти "
425,"Сигнал №425/ СО14-КЦ-429/  30.10.2014 12:03:20    ",Непроходим тротоар,"
            На адреса има изоставена къща с разрушена ограда. Върху тротоара пред къщата&nbsp;има струпани камъни, което затруднява преминаването на пешеходци.
        ",Приключен,Пътна инфраструктура / Неправомерно поставяне върху тротоари на ограждащи елементи,"Пътна инфраструктура "," Неправомерно поставяне върху тротоари на ограждащи елементи"
426,"Сигнал №426/ Към СО14-КЦ-261-[1]/  30.10.2014 12:35:17    ",Осветление подлез централна гара,"
            Господа управляващи Столична община, разбрах за&nbsp;добрите&nbsp;Ви &nbsp;намерения&nbsp; за изграждането на Арт център в Ротондата на Централна гара през 2015 г. Молбата ми е до тогава да се вземат спешни мерки за осветяване на подлеза&nbsp; откъм бул.&quot; Мария Луиза&quot; и бул. &quot;Христо Ботев&quot;, но не чрез възстановяване на луминисцентните лампи, които са на височина 2,30 м и всяко недобросъвестно лице&nbsp;може да&nbsp;ги счупи.Така се случи миналата седмица -&nbsp;беше възстановено осветлението и след няколко дни всички лампи бяха счупени.&nbsp;Предложението ми е да се поставят прожектори със защитна мрежа на достатъчна височина (има възмоност) пред входовете и изходите&nbsp;на подлеза към двата булеварда. Би могло да се постави и охранителен патрул с павилион на връзката от изхода&nbsp;на метрото и подлеза към двата булеварда. Пиша Ви всичко това защото снощи в 18.30 ч. слизайки от метрото,&nbsp; на път към бул. &quot;Христо Ботев&quot;, бях нападната от един младеж, който за секунди ми взе чантата и избяга, но може и човешки живот да се отнеме в тази царащя тъмнина в по- късните часове.
Предварително благодаря за действията, които ще&nbsp;предприемете за да могат хората, минаващи през това уязвимо място да не пострадат.
        ",Приключен,Улично осветление / Неработещо осветление в подлези,"Улично осветление "," Неработещо осветление в подлези"
427,"Сигнал №427/ СО14-КЦ-431/  30.10.2014 13:35:38    ",Дупка на пътното платно,"
            Има огромна дупка в сясното платно на пътя от Цариградско шосе към кръговото на 4ти км. Няма нито един отговор на подадени сигнали за дупки по централни софийски булеварди. Огромните дупки продължават да си седят, докато се фрезоват малки улици в кварталите. Не разбирам логиката. Извинявам се, но всеки ден ми се налага да помня къде точно имаше дупки по основни пътни артерии за да не си счупя колата. Благодаря !
        ",Приключен,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
428,"Сигнал №428/  30.10.2014 13:36:46    ",Жълти контейнери за разделно събиране на отпадъци,"
            Жълтите контейнери са обект на претърсване за пластмасови бутилки от роми с каруци или само с чували. Леко ги побутват настрани и дъното им се отделя от корпуса. На земята около контейнера се изсипват опаковки, които стоят там с дни. Била съм свидетел как дете беше влязло в контейнера и подаваше бутилки през отворите на другарчетата си и при излизането му се изсипа всичко наоколо. Възмутена съм и не събирам вече разделно отпадъците си.&nbsp;
Предложение: Контейнерите трябва да имат заключване-осигуравка против отварянето им само при накланяне.
        ",Отхвърлен,Сметосъбиране и сметоизвозване / Подмяна на съдове за отпадъци,"Сметосъбиране и сметоизвозване "," Подмяна на съдове за отпадъци"
429,"Сигнал №429/ СО14-КЦ-432/  30.10.2014 13:46:54    ","Надлъжна дупка ","
            Голяма дупка възпрепятстваща нормалното преминаване по улицата (във периода 07:00 - 19:00 има спрели коли от двете страни на улицата и това на практика не дава възможност да се избегне дупката, която е окоо 2 метра дълга и 20 см дълбока). Липсата на тротоар и интензивният трафик на хора и автомобили в района стздава предпоставки за ПТП.
        ",Приключен,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
430,"Сигнал №430/  30.10.2014 13:53:34    ",Опасен светофар,"
            Светофарът за пешеходци се включва ЕДИНСТВЕНО ако е натиснат бутон, при това не винаги. В района има ТРИ училища, детски градини и районна община /съответно голям поток от възрастни хора, желаещи да ползват услугите и/. Ежедневно сме свидетели на деца и възрастни хора, които десетки минути не могат да пресекат и накрая го правят на слалом между колите с риск за живота си.
Видях подадения сигнал от 17.10, но видях също така, че той все още е ЧАКАЩ ОБРАБОТКА. Какво толкова има да се чака, въпрос на време е на това кръстовище да се случи нещастен случай. Моля, вземете спешни мерки!
        ",Приключен,Пътна сигнализация / Неработещи или недобре регулирани светофарни уредби,"Пътна сигнализация "," Неработещи или недобре регулирани светофарни уредби"
431,"Сигнал №431/ СО14-КЦ-433/  30.10.2014 13:54:25    ",Наклонен стълб - дървен,"
            Наклонен дървен стълб, подпрян на дърво, опастност от падане и инциденти. Стълба е точно срещу магазин &quot;СВА&quot; - кръстовището на ул. &quot;Русе&quot; и ул. &quot;Варна&quot; - срещу училището.
        ",В процес на обработка,"Улично осветление / Повредени стълбове, липсващи капаци в основата на стълбове на уличното осветление","Улично осветление "," Повредени стълбове, липсващи капаци в основата на стълбове на уличното осветление"
432,"Сигнал №432/ Към СО14-КЦ-261-[2]/  30.10.2014 13:55:34    ",Неработещо осветление в подлезите на Централна гара,"
            Осветлението в подлезите на Централна гара не работи.
        ",Приключен,Улично осветление / Неработещо осветление в подлези,"Улично осветление "," Неработещо осветление в подлези"
433,"Сигнал №433/  30.10.2014 13:56:24    ",Опасен завой,"
            Паркиралите от двете старни на улицата автомобили правят невъзможно преминаване на два автомобила през оставащата, незаета, част от пътното платно. Видимостта на практика в нулева и при скорост над 10-15 км/ч (което не е рядкост) има сериозна опасност от ПТП.
Проблемът може да се реши частично с поставянето на обзорно огледало, което да дава възможност да се види дали идва кола от другата страна&nbsp;на завоя.
&nbsp;
        ",Приключен,"Пътна сигнализация / Дървета, храсти, кабели и други, които пречат на  видимостта към пътни знаци или светофари","Пътна сигнализация "," Дървета, храсти, кабели и други, които пречат на  видимостта към пътни знаци или светофари"
434,"Сигнал №434/  30.10.2014 14:08:06    ",Опасно кръстовище,"
            Поради тенденциозното неспазване на правилата за движение е наложително поставянето (в края на ул ""проф. Атанас Иширков"") на знак даващ предимство на автомиболите движещи се по улица ""проф. Кирил Попов"". Проблемът е в това, че по правилата за движение по пътищата автомобил идващ от улица ""Проф. Атанас Иширков"" се пада дясностоящ на идващ от улица ""Проф. Кирил Попов"" автомобил (където няма знак даващ предимство). Поради тенденциозното неспазване на това правило ако водача на първия автомобил спази предимството си то има реална опасност от ПТП. Спрелите покрай пътя коли допълнително засилват проблема.
        ",Приключен,"Пътна сигнализация / Липсващи или повредени пътни знаци ","Пътна сигнализация "," Липсващи или повредени пътни знаци "
435,"Сигнал №435/ СО14-КЦ-434/  30.10.2014 14:39:08    ",Разкъртени павета около шахта на средата на улицата,"
            Паважът около шахта на ул. Д. Хаджикоцев срещу № 27 в Лозенец е разбит. Един автомобил вече е оставил маслена следа, след като е разбил картера си. Същото положение е и с паважа около шахта на ул. Никола Козлев.   Настойчиво моля да вземете мерки за ремонт около тези 2 шахти.&nbsp;
&nbsp;
Това беше първоначалният сигнал във виртуалното деловодство, регистриран&nbsp;в деловодството на Столична община под № СО-94-ВД-3437/17.10.2014 г.
Няколко дни след това някой изключително грозно и некачествено е изхвърлил петно асфалт около шахтата на ул. Н. Козлев.
&nbsp;
Шахтата срещу №27 на ул. Д. Хаджикоцев не е пипната. Дупката ще продължи да се разширява. Изкъртените павета са складирани отстрани, на тротоара.&nbsp;
Моля спешно да изпратите хора да монтират паветата обратно около шахтата, а не да лепнат парче асфалт нескопосано около нея.&nbsp;
Ако имате нужда от съдействие, телефонът ми е 0888 710 480 - Димитър Димитров
&nbsp;
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
436,"Сигнал №436/ СО14-КЦ-435/  30.10.2014 14:42:43    ",Неефективни релси/ рампа в подлезите около НДК,"
            Добър ден, уважаеми екип на столична община.&nbsp;
Казвам се Филипка Николова и от няколко месеца се сблъсквам с невъзможността да се разхождам с бебешка количка около големите булеварди на София, където има подлези с метални релси. Въпросните метални релси са по-тесни от колелетата на количката и преминаването по тях е невъзможно.&nbsp;
Преди 2 години нямах подобен проблем, сега масово са подменяни релси, които са с ограничен размер. Решението е съвсем просто - една от релсите да не е затворена, за да може да служи за колички с различно отстояние на колелетата.&nbsp;
Благодаря сърдечно за вниманието и разрешаването на този съществен проблем, засягащ една много голяма група хора!
        ",В процес на обработка,"Пътна инфраструктура / Липсващи, повредени или неефективни конструктивни елементи в подлези","Пътна инфраструктура "," Липсващи, повредени или неефективни конструктивни елементи в подлези"
437,"Сигнал №437/  30.10.2014 14:55:45    ","Неправилно паркирани моторни превозни средства преди, върху и след временна пешеходна пътека. ","
            
        ",Отхвърлен,Други / Нарушаване на обществения ред,"Други "," Нарушаване на обществения ред"
438,"Сигнал №438/  30.10.2014 15:04:10    ","Престой на моторни превозни средства след забраняващ знак преди, върху и след временна пешеходна пътека.","
            В този смисъл моторни превозни средства, зареждащи магазин, от търговска верига ЦБА България ООД и намиращ се на адрес София, бул.&quot;Александър Малинов&quot;85,&nbsp;в непосредствена близост до пешеходната пътека.
        ",Приключен,Други / Нарушаване на обществения ред,"Други "," Нарушаване на обществения ред"
439,"Сигнал №439/  30.10.2014 15:06:24    ",неработещо улично осветление,"
            
        ",Приключен,Улично осветление / Неработещи единични лампи от уличното осветление,"Улично осветление "," Неработещи единични лампи от уличното осветление"
440,"Сигнал №440/ СО14-КЦ-437/  30.10.2014 15:16:52    ",Опасна изоставена постройка,"
            Здравейте, екип на район Студентски!
Казвам се Филипка Николова и живея на ул. Перперикон/ София. На нашата улица от повече от 3 години има изоставена жилищна постройка на груб строеж, която е предспоставка за опасност. Преди повече от година, група тинейджъри запалиха част от дограмата на един от етажите. Наскоро едно дете прободе ръката си на пирон.&nbsp;
Сградата се намира на ул. Перпирикон, срещу&nbsp; № 4.
Възможно ли е да се ограничи достъпът до тази сграда, преди да е станал по-страшен инцидент, в квартала има много подрастващи и ще бъде жалко държавата да се задейства само защото се е случил фатален инцидент.&nbsp;
Благодаря сърдечно за вниманието и реакцията Ви!
        ",Приключен,Сгради/строежи / Изоставени и/или самосрутващи се сгради,Сгради,"строежи "
441,"Сигнал №441/ СО14-КЦ-436/  30.10.2014 15:30:37    ",Липсващи решетки на улични оттоци.,"
            Здравейте,
С писмо Ваш №СО-94-ВД-1043/1/08.05.2014г. Ви уведомих за липсващи решетки на улични оттоци по ул. Абагар в кв. Горубляне.&nbsp;С писмо №СО-94-ВД-1050/1/23.05.2014г. ми отговорихте, че решетките ще бъдат подменени с нови със заключващ механизъм. Разбирам, че за това е необходимо планиране, финансиране и технологично време, но от писмото Ви минаха 5 месеца и няма резултат. Междувременно дъждоприемните шахти се запълниха от силните дъждове с камъни и пръст, и това малко облекчава преминаването с автомобил, тъй като вече не са зейнали дълбоки дупки. Моля Ви, да обърнете внимание на въпроса, колкото и незначителен да Ви се струва. Предстои зимен сезон, когато метеорологичните условия няма да бъдат подходящи за подмяна. Благодаря за отделеното време и очаквам реакция, а не излишна кореспонденция.
        ",Приключен,Пътна инфраструктура / Счупени или липсващи решетки на дъждоприемни шахти,"Пътна инфраструктура "," Счупени или липсващи решетки на дъждоприемни шахти"
442,"Сигнал №442/  30.10.2014 15:49:01    ",няма улично осветление по цялата улица от няколко дни,"
            няма улично осветление по цялата улица от няколко дни
        ",Приключен,Улично осветление / Неработещо улично осветление в цели квартали или улици,"Улично осветление "," Неработещо улично осветление в цели квартали или улици"
443,"Сигнал №443/ СО14-КЦ-438/  30.10.2014 16:06:47    ",Невъзможност за движение с детска количка,"
            Липса на какъвто и да било тротоар от която и да било от страните на ул. Видини кули от номер 2 до достигане на местната градина, 300 метра в посока центъра на квартала. Води се една от свързващите артерии за квартала от пл. Сточна гара с неимоверно голям и бесен трафик като същевременно липсата на тротоар принуждава и пешеходците да са долу на пътното платно (вкл колички с малки деца).
        ",Получил отговор,Пътна инфраструктура / Липсващи тротоари,"Пътна инфраструктура "," Липсващи тротоари"
444,"Сигнал №444/ СО14-КЦ-439/  30.10.2014 16:12:03    ",Постоянно паркиране на джип на зелената площ до блока,"
            Във връзка с подаден от мен сигнал на 30,10,2014 около15 часа в Софийска община, ви изпращам снимката, направена от мен, на джип който ежедневно спира в зелената площ до блок 25.
&nbsp;Собственика избяга, преди да дойде ваш екип.
        ",Приключен,Паркиране / Неправилно паркирали автомобили в зелени площи.,"Паркиране "," Неправилно паркирали автомобили в зелени площи."
445,"Сигнал №445/ СО14-КЦ-440/  30.10.2014 16:47:40    ","Паркиран автомобил не в движение. ","
            Пред вход А, на блок 219Б, има паркиран автомобил Москвич, бежев на цвят.&nbsp;
Автомобила не се използва от няколко години и заема парко място.&nbsp;
&nbsp;
&nbsp;
        ",Приключен,"Замърсяване на обществени площи / Излезли от употреба (изоставени) автомобили. ","Замърсяване на обществени площи "," Излезли от употреба (изоставени) автомобили. "
446,"Сигнал №446/ СО14-КЦ-441/  30.10.2014 17:27:40    ",Пешеходна пътека,"
            По протежението на 202 у-ца / "" История славянобългарска"" / има много светофарни уредби, които работят с бутон за пешеходци. Гражданката се оплаква от дългото време за включване на зелен сигнал за пешеходци на светофарите пред магазин&nbsp;""Технополис"" и&nbsp;магазин ""Пикадили"".&nbsp;Освен светфарите има&nbsp;и&nbsp;пешеходна пътека,на спирката на градския транспорт пред ТЕЦ София,&nbsp;която не е добре маркирана и преминаването по нея е опасно за пешеходци, тъй като автмобилите не спират.Наскоро е имало инцидент с пострадал пешеходец.
        ",Приключен,"Пътна сигнализация / Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение","Пътна сигнализация "," Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение"
447,"Сигнал №447/  30.10.2014 19:05:26    ",Разхождане на домашни кучета в &quot;Докторската градина&quot;.,"
            В &quot;Докторската градина&quot;, намираща се между улиците &quot;Шипка&quot;, &quot;Сан Стефано&quot;, &quot;Кракра&quot; и &quot;Оборище&quot; граждани&nbsp;разхождат домашни кучета. Известно&nbsp; е, че има забрана за разхождане на домашни любимци в &quot;Докторската градина&quot;.
Охранителя на градинката, отказа да направи забележка на собствениците на кучетата, като обясни, че&nbsp;дори и да прави забележки на гражданите, никой не се съобразява с него.
        ",Приключен,Домашни и стопански животни / Разхождане на домашни животни извън определните за целта места,"Домашни и стопански животни "," Разхождане на домашни животни извън определните за целта места"
448,"Сигнал №448/ СО14-КЦ-442/  30.10.2014 19:29:33    ",Висящи кабели,"
            Висящи кабели по ул. &quot;Велико Търново&quot;, най-много в района на кръстовището с ул. &quot;Васил Априлов&quot;.
        ",Получил отговор,"Пътна инфраструктура / Неправомерно поставени кабели по улични стълбове, фасади на сгради и други.","Пътна инфраструктура "," Неправомерно поставени кабели по улични стълбове, фасади на сгради и други."
449,"Сигнал №449/ СО14-КЦ-443/  30.10.2014 19:29:34    ",Неправомерно очертан гараж върху обществен тротоар,"
            Очертанията пред гараж на бул. ""Ген. Тотлебен"" 41-43 са сложени неправилно, неправомерно и възпрепятстват паркирането в близост до гаража. Освен очертанията е поставен преносим метален знак с надпис ""Гараж"", вързан на верига за дърво, който знак редовно се поставя след очертанията пред гаража. Ако някой реши да паркира без да запушва и възпрепятства подхода за гаража, вдигат се скандали, отправят се заплахи и закани за саморазправа. Моля да премахнете нерегламентираната преносима табела и да бъдат заличени очертанията за подход към гараж, тъй като са много по-големи, отколкото е необходимо.
        ",Приключен,Пътна инфраструктура / Неправомерно поставяне върху тротоари на ограждащи елементи,"Пътна инфраструктура "," Неправомерно поставяне върху тротоари на ограждащи елементи"
450,"Сигнал №450/  30.10.2014 20:00:16    ",проблеми с уличното движение,"
            Здравейте, пиша ви във връзка с от години невъзможното движение на улица д-р Стефан Сарафов в квартал Иван Вазов.&nbsp;
Става въпрос за тази част на улицата, която е между булевард Витоша и ул. Балша. Ежедневно стават скандали между гражданите и често завършват с неприятни викове и дори удари. Въпреки знаците за забранено паркиране навсякъде и спорадичните ""чистки"" на градска мобилност, преминаването в квартала е кошмарно, особено в пиковите часове на деня. Редовно спират бусове да зареждат магазини, буквално на ъгъла на ул. др Стефан Сарафов и бул Витоша, където е кръстовището и самият светофар. Паяците вдигат само там, където колите не пречат, което е загадъчно, но нали има знак и хората гледат знака и по това се ориентират, вършат си работата. Както на повечето места в София, проблемът с паркирането е явен и неразрешим, но ако се оптимизира движението, това може да помогне.
Моята молба е следната- бихте ли помислили за варианта ул д-р Стефан Сарафов, от кръстовището с бул Витоша, да бъде еднопосочна, посока бул. България, до пресичането си с ул. Балша, ул. Балша да бъде еднопосочна, посока стадион Раковски до пазар Иван Вазов и пресичането си с Янко Забунов и съответно ул.Янко Забунов да бъде еднопосочна в посока от стадион Раковски към бул. Витоша. така се получава един кръг, който обхожда квартала безаварийно, както следва в една посока - бул Витоша, на дясно ул. др Стефан Сарафов, на ляво ул. Балша, ляво, ул. Янко Забунов и от там обратно на бул Витоша. Частта на ул. др Стефан Сарафов, която е към бул. България е по широка и не пречи да е двупосочна, дори да има паркирали коли, така няма да се прекъсне връзката с двата булеварда - Витоша и България.
В този случай ще се избегнат задръстванията, колите ще могат да се движат спокойно и няма да се налага да се разминават по 3 в пряка. По-важното ще престанат ежедневните свади и ще се улесни животът на хората.

Във връзка с изложеното по-горе, Моля за компетентна и бърза намеса, с която да преустановите ежедневното нарушаване и възпрепятстване на движението на ул. д-р Стефан Сарафов, ул. Балша и ул. Янко Забунов.В очакване за конкретни мерки и изричен отговор за времето за тяхнтото привежане в действие,Оставам с уважение:
Виолета Михайлова


        ",Отхвърлен,Други / Други,"Други "," Други"
